Bill ID,Customer ID,Bill Date,Bill Amount,Previous Bill Amt,Payment Receivied,Bill Meter,Previous Meter,Usage,BTU Factor,Therms,Price Per Therm,Consumption Charge,Service Charge,Pass Through Charges,Taxes
4751,396,2019-12-15,126.14,166.69,2019-12-22,33078,32938,140,1.032,144,0.582,84,5.63,31.08,5.43
4752,396,2020-01-15,132.15,126.14,2020-01-23,33224,33078,146,1.032,151,0.582,88,5.9,32.56,5.69
4753,397,2019-02-15,773.36,850.7,2019-02-19,421586,420728,858,1.032,885,0.582,515,34.51,190.55,33.3
4754,397,2019-03-15,69.07,773.36,2019-03-24,421663,421586,77,1.032,79,0.582,46,3.08,17.02,2.97
4755,397,2019-04-15,180.2,69.07,2019-04-17,421863,421663,200,1.032,206,0.582,120,8.04,44.4,7.76
4756,397,2019-05-15,72.08,180.2,2019-05-17,421943,421863,80,1.032,83,0.582,48,3.22,17.76,3.1
4757,397,2019-06-15,46.55,72.08,2019-06-16,421995,421943,52,1.032,54,0.582,31,2.08,11.47,2
4758,397,2019-07-15,160.68,46.55,2019-07-15,422172,421995,177,1.032,183,0.582,107,7.17,39.59,6.92
4759,397,2019-08-15,141.16,160.68,2019-08-21,422328,422172,156,1.032,161,0.582,94,6.3,34.78,6.08
4760,397,2019-09-15,4.5,141.16,2019-09-17,422333,422328,5,1.032,5,0.582,3,0.2,1.11,0.19
4761,397,2019-10-15,72.08,4.5,2019-10-15,422413,422333,80,1.032,83,0.582,48,3.22,17.76,3.1
4762,397,2019-11-15,719.29,72.08,2019-11-17,423210,422413,797,1.032,823,0.582,479,32.09,177.23,30.97
4763,397,2019-12-15,779.36,719.29,2020-01-01,424073,423210,863,1.032,891,0.582,519,34.77,192.03,33.56
4764,397,2020-01-15,728.31,779.36,2020-01-16,424881,424073,808,1.032,834,0.582,485,32.5,179.45,31.36
4765,398,2019-02-15,316.85,348.54,2019-03-03,87273,86922,351,1.032,362,0.582,211,14.14,78.07,13.64
4766,398,2019-03-15,48.05,316.85,2019-03-20,87326,87273,53,1.032,55,0.582,32,2.14,11.84,2.07
4767,398,2019-04-15,61.57,48.05,2019-05-01,87394,87326,68,1.032,70,0.582,41,2.75,15.17,2.65
4768,398,2019-05-15,120.13,61.57,2019-05-28,87527,87394,133,1.032,137,0.582,80,5.36,29.6,5.17
4769,398,2019-06-15,10.51,120.13,2019-06-28,87539,87527,12,1.032,12,0.582,7,0.47,2.59,0.45
4770,398,2019-07-15,30.03,10.51,2019-07-19,87573,87539,34,1.032,35,0.582,20,1.34,7.4,1.29
4771,398,2019-08-15,148.66,30.03,2019-09-03,87738,87573,165,1.032,170,0.582,99,6.63,36.63,6.4
4772,398,2019-09-15,1.5,148.66,2019-10-04,87740,87738,2,1.032,2,0.582,1,0.07,0.37,0.06
4773,398,2019-10-15,145.66,1.5,2019-10-23,87901,87740,161,1.032,166,0.582,97,6.5,35.89,6.27
4774,398,2019-11-15,322.85,145.66,2019-11-20,88260,87901,359,1.032,370,0.582,215,14.4,79.55,13.9
4775,398,2019-12-15,315.35,322.85,2019-12-24,88610,88260,350,1.032,361,0.582,210,14.07,77.7,13.58
4776,398,2020-01-15,274.8,315.35,2020-01-26,88915,88610,305,1.032,315,0.582,183,12.26,67.71,11.83
4777,399,2019-02-15,498.55,548.4,2019-03-06,252648,252096,552,1.032,570,0.582,332,22.24,122.84,21.47
4778,399,2019-03-15,60.07,498.55,2019-03-15,252714,252648,66,1.032,68,0.582,40,2.68,14.8,2.59
4779,399,2019-04-15,172.69,60.07,2019-04-23,252906,252714,192,1.032,198,0.582,115,7.7,42.55,7.44
4780,399,2019-05-15,162.18,172.69,2019-06-03,253086,252906,180,1.032,186,0.582,108,7.24,39.96,6.98
4781,399,2019-06-15,81.09,162.18,2019-06-28,253176,253086,90,1.032,93,0.582,54,3.62,19.98,3.49
4782,399,2019-07-15,135.15,81.09,2019-07-31,253325,253176,149,1.032,154,0.582,90,6.03,33.3,5.82
4783,399,2019-08-15,24.02,135.15,2019-08-21,253351,253325,26,1.032,27,0.582,16,1.07,5.92,1.03
4784,399,2019-09-15,51.06,24.02,2019-09-16,253408,253351,57,1.032,59,0.582,34,2.28,12.58,2.2
4785,399,2019-10-15,141.16,51.06,2019-11-03,253565,253408,157,1.032,162,0.582,94,6.3,34.78,6.08
4786,399,2019-11-15,495.55,141.16,2019-11-29,254114,253565,549,1.032,567,0.582,330,22.11,122.1,21.34
4787,399,2019-12-15,459.51,495.55,2019-12-29,254624,254114,510,1.032,526,0.582,306,20.5,113.22,19.79
4788,399,2020-01-15,397.95,459.51,2020-01-30,255066,254624,442,1.032,456,0.582,265,17.76,98.05,17.14
4789,400,2019-02-15,45.05,49.56,2019-02-15,23954,23904,50,1.032,52,0.582,30,2.01,11.1,1.94
4790,400,2019-03-15,144.16,45.05,2019-03-31,24114,23954,160,1.032,165,0.582,96,6.43,35.52,6.21
4791,400,2019-04-15,55.56,144.16,2019-04-26,24175,24114,61,1.032,63,0.582,37,2.48,13.69,2.39
4792,400,2019-05-15,132.15,55.56,2019-05-23,24321,24175,146,1.032,151,0.582,88,5.9,32.56,5.69
4793,400,2019-06-15,151.67,132.15,2019-07-01,24489,24321,168,1.032,173,0.582,101,6.77,37.37,6.53
4794,400,2019-07-15,37.55,151.67,2019-07-23,24531,24489,42,1.032,43,0.582,25,1.68,9.25,1.62
4795,400,2019-08-15,13.51,37.55,2019-08-20,24546,24531,15,1.032,15,0.582,9,0.6,3.33,0.58
4796,400,2019-09-15,91.6,13.51,2019-09-19,24647,24546,101,1.032,104,0.582,61,4.09,22.57,3.94
4797,400,2019-10-15,90.1,91.6,2019-10-24,24747,24647,100,1.032,103,0.582,60,4.02,22.2,3.88
4798,400,2019-11-15,73.58,90.1,2019-11-19,24829,24747,82,1.032,85,0.582,49,3.28,18.13,3.17
4799,400,2019-12-15,81.09,73.58,2019-12-16,24919,24829,90,1.032,93,0.582,54,3.62,19.98,3.49
4800,400,2020-01-15,87.1,81.09,2020-01-31,25016,24919,97,1.032,100,0.582,58,3.89,21.46,3.75
4801,401,2019-02-15,304.84,335.32,2019-02-21,146066,145728,338,1.032,349,0.582,203,13.6,75.11,13.13
4802,401,2019-03-15,34.54,304.84,2019-03-20,146105,146066,39,1.032,40,0.582,23,1.54,8.51,1.49
4803,401,2019-04-15,48.05,34.54,2019-04-20,146158,146105,53,1.032,55,0.582,32,2.14,11.84,2.07
4804,401,2019-05-15,76.59,48.05,2019-05-28,146243,146158,85,1.032,88,0.582,51,3.42,18.87,3.3
4805,401,2019-06-15,18.02,76.59,2019-07-01,146262,146243,19,1.032,20,0.582,12,0.8,4.44,0.78
4806,401,2019-07-15,139.65,18.02,2019-08-02,146416,146262,154,1.032,159,0.582,93,6.23,34.41,6.01
4807,401,2019-08-15,48.05,139.65,2019-08-31,146469,146416,53,1.032,55,0.582,32,2.14,11.84,2.07
4808,401,2019-09-15,145.66,48.05,2019-09-18,146631,146469,162,1.032,167,0.582,97,6.5,35.89,6.27
4809,401,2019-10-15,16.52,145.66,2019-10-21,146649,146631,18,1.032,19,0.582,11,0.74,4.07,0.71
4810,401,2019-11-15,253.78,16.52,2019-12-02,146931,146649,282,1.032,291,0.582,169,11.32,62.53,10.93
4811,401,2019-12-15,322.85,253.78,2019-12-24,147290,146931,359,1.032,370,0.582,215,14.4,79.55,13.9
4812,401,2020-01-15,217.75,322.85,2020-01-25,147531,147290,241,1.032,249,0.582,145,9.72,53.65,9.38
4813,402,2019-02-15,277.81,305.59,2019-03-02,213059,212751,308,1.032,318,0.582,185,12.4,68.45,11.96
4814,402,2019-03-15,172.69,277.81,2019-03-22,213251,213059,192,1.032,198,0.582,115,7.7,42.55,7.44
4815,402,2019-04-15,105.12,172.69,2019-04-18,213367,213251,116,1.032,120,0.582,70,4.69,25.9,4.53
4816,402,2019-05-15,93.1,105.12,2019-05-30,213471,213367,104,1.032,107,0.582,62,4.15,22.94,4.01
4817,402,2019-06-15,175.7,93.1,2019-06-21,213666,213471,195,1.032,201,0.582,117,7.84,43.29,7.57
4818,402,2019-07-15,93.1,175.7,2019-07-22,213769,213666,103,1.032,106,0.582,62,4.15,22.94,4.01
4819,402,2019-08-15,120.13,93.1,2019-08-16,213903,213769,134,1.032,138,0.582,80,5.36,29.6,5.17
4820,402,2019-09-15,58.56,120.13,2019-09-26,213968,213903,65,1.032,67,0.582,39,2.61,14.43,2.52
4821,402,2019-10-15,31.54,58.56,2019-10-28,214003,213968,35,1.032,36,0.582,21,1.41,7.77,1.36
4822,402,2019-11-15,414.46,31.54,2019-11-27,214462,214003,459,1.032,474,0.582,276,18.49,102.12,17.85
4823,402,2019-12-15,438.48,414.46,2020-01-02,214948,214462,486,1.032,502,0.582,292,19.56,108.04,18.88
4824,402,2020-01-15,369.41,438.48,2020-01-17,215357,214948,409,1.032,422,0.582,246,16.48,91.02,15.91
4825,403,2019-02-15,246.28,270.91,2019-03-04,18225,17952,273,1.032,282,0.582,164,10.99,60.68,10.61
4826,403,2019-03-15,117.13,246.28,2019-03-29,18355,18225,130,1.032,134,0.582,78,5.23,28.86,5.04
4827,403,2019-04-15,109.62,117.13,2019-04-29,18477,18355,122,1.032,126,0.582,73,4.89,27.01,4.72
4828,403,2019-05-15,145.66,109.62,2019-05-27,18639,18477,162,1.032,167,0.582,97,6.5,35.89,6.27
4829,403,2019-06-15,61.57,145.66,2019-06-16,18707,18639,68,1.032,70,0.582,41,2.75,15.17,2.65
4830,403,2019-07-15,151.67,61.57,2019-07-22,18875,18707,168,1.032,173,0.582,101,6.77,37.37,6.53
4831,403,2019-08-15,144.16,151.67,2019-08-18,19035,18875,160,1.032,165,0.582,96,6.43,35.52,6.21
4832,403,2019-09-15,124.64,144.16,2019-09-17,19173,19035,138,1.032,142,0.582,83,5.56,30.71,5.37
4833,403,2019-10-15,117.13,124.64,2019-11-03,19303,19173,130,1.032,134,0.582,78,5.23,28.86,5.04
4834,403,2019-11-15,163.68,117.13,2019-11-16,19484,19303,181,1.032,187,0.582,109,7.3,40.33,7.05
4835,403,2019-12-15,165.18,163.68,2019-12-18,19667,19484,183,1.032,189,0.582,110,7.37,40.7,7.11
4836,403,2020-01-15,214.74,165.18,2020-01-17,19905,19667,238,1.032,246,0.582,143,9.58,52.91,9.25
4837,404,2019-02-15,479.03,526.93,2019-03-03,236370,235839,531,1.032,548,0.582,319,21.37,118.03,20.63
4838,404,2019-03-15,67.58,479.03,2019-04-01,236445,236370,75,1.032,77,0.582,45,3.02,16.65,2.91
4839,404,2019-04-15,75.08,67.58,2019-04-20,236528,236445,83,1.032,86,0.582,50,3.35,18.5,3.23
4840,404,2019-05-15,172.69,75.08,2019-06-03,236720,236528,192,1.032,198,0.582,115,7.7,42.55,7.44
4841,404,2019-06-15,66.08,172.69,2019-07-04,236793,236720,73,1.032,75,0.582,44,2.95,16.28,2.85
4842,404,2019-07-15,147.17,66.08,2019-07-24,236957,236793,164,1.032,169,0.582,98,6.57,36.26,6.34
4843,404,2019-08-15,142.65,147.17,2019-08-31,237116,236957,159,1.032,164,0.582,95,6.36,35.15,6.14
4844,404,2019-09-15,141.16,142.65,2019-09-25,237272,237116,156,1.032,161,0.582,94,6.3,34.78,6.08
4845,404,2019-10-15,36.04,141.16,2019-10-28,237313,237272,41,1.032,42,0.582,24,1.61,8.88,1.55
4846,404,2019-11-15,429.47,36.04,2019-11-25,237790,237313,477,1.032,492,0.582,286,19.16,105.82,18.49
4847,404,2019-12-15,432.48,429.47,2020-01-03,238269,237790,479,1.032,494,0.582,288,19.3,106.56,18.62
4848,404,2020-01-15,358.89,432.48,2020-01-25,238666,238269,397,1.032,410,0.582,239,16.01,88.43,15.45
4849,405,2019-02-15,439.99,483.99,2019-02-26,116029,115542,487,1.032,503,0.582,293,19.63,108.41,18.95
4850,405,2019-03-15,78.08,439.99,2019-03-26,116115,116029,86,1.032,89,0.582,52,3.48,19.24,3.36
4851,405,2019-04-15,45.05,78.08,2019-04-28,116165,116115,50,1.032,52,0.582,30,2.01,11.1,1.94
4852,405,2019-05-15,6.01,45.05,2019-05-28,116172,116165,7,1.032,7,0.582,4,0.27,1.48,0.26
4853,405,2019-06-15,108.12,6.01,2019-06-26,116291,116172,119,1.032,123,0.582,72,4.82,26.64,4.66
4854,405,2019-07-15,57.07,108.12,2019-07-27,116354,116291,63,1.032,65,0.582,38,2.55,14.06,2.46
4855,405,2019-08-15,102.12,57.07,2019-08-22,116467,116354,113,1.032,117,0.582,68,4.56,25.16,4.4
4856,405,2019-09-15,7.51,102.12,2019-10-03,116476,116467,9,1.032,9,0.582,5,0.34,1.85,0.32
4857,405,2019-10-15,43.55,7.51,2019-10-25,116524,116476,48,1.032,50,0.582,29,1.94,10.73,1.88
4858,405,2019-11-15,417.47,43.55,2019-11-27,116987,116524,463,1.032,478,0.582,278,18.63,102.86,17.98
4859,405,2019-12-15,524.08,417.47,2019-12-19,117567,116987,580,1.032,599,0.582,349,23.38,129.13,22.57
4860,405,2020-01-15,456.51,524.08,2020-01-30,118073,117567,506,1.032,522,0.582,304,20.37,112.48,19.66
4861,406,2019-02-15,828.91,911.8,2019-02-17,376063,375144,919,1.032,948,0.582,552,36.98,204.24,35.69
4862,406,2019-03-15,37.55,828.91,2019-03-27,376105,376063,42,1.032,43,0.582,25,1.68,9.25,1.62
4863,406,2019-04-15,166.69,37.55,2019-05-04,376290,376105,185,1.032,191,0.582,111,7.44,41.07,7.18
4864,406,2019-05-15,129.14,166.69,2019-05-31,376432,376290,142,1.032,147,0.582,86,5.76,31.82,5.56
4865,406,2019-06-15,108.12,129.14,2019-06-21,376551,376432,119,1.032,123,0.582,72,4.82,26.64,4.66
4866,406,2019-07-15,9.01,108.12,2019-08-03,376561,376551,10,1.032,10,0.582,6,0.4,2.22,0.39
4867,406,2019-08-15,73.58,9.01,2019-08-19,376642,376561,81,1.032,84,0.582,49,3.28,18.13,3.17
4868,406,2019-09-15,12.02,73.58,2019-09-20,376656,376642,14,1.032,14,0.582,8,0.54,2.96,0.52
4869,406,2019-10-15,7.51,12.02,2019-10-24,376664,376656,8,1.032,8,0.582,5,0.34,1.85,0.32
4870,406,2019-11-15,744.82,7.51,2019-11-25,377490,376664,826,1.032,852,0.582,496,33.23,183.52,32.07
4871,406,2019-12-15,795.88,744.82,2019-12-24,378372,377490,882,1.032,910,0.582,530,35.51,196.1,34.27
4872,406,2020-01-15,870.97,795.88,2020-02-03,379337,378372,965,1.032,996,0.582,580,38.86,214.6,37.51
4873,407,2019-02-15,403.94,444.33,2019-03-01,317898,317450,448,1.032,462,0.582,269,18.02,99.53,17.39
4874,407,2019-03-15,153.17,403.94,2019-03-25,318069,317898,171,1.032,176,0.582,102,6.83,37.74,6.6
4875,407,2019-04-15,118.63,153.17,2019-04-18,318200,318069,131,1.032,135,0.582,79,5.29,29.23,5.11
4876,407,2019-05-15,177.2,118.63,2019-06-02,318396,318200,196,1.032,202,0.582,118,7.91,43.66,7.63
4877,407,2019-06-15,81.09,177.2,2019-06-29,318485,318396,89,1.032,92,0.582,54,3.62,19.98,3.49
4878,407,2019-07-15,6.01,81.09,2019-07-24,318492,318485,7,1.032,7,0.582,4,0.27,1.48,0.26
4879,407,2019-08-15,136.65,6.01,2019-09-03,318643,318492,151,1.032,156,0.582,91,6.1,33.67,5.88
4880,407,2019-09-15,57.07,136.65,2019-09-27,318707,318643,64,1.032,66,0.582,38,2.55,14.06,2.46
4881,407,2019-10-15,79.59,57.07,2019-10-31,318795,318707,88,1.032,91,0.582,53,3.55,19.61,3.43
4882,407,2019-11-15,408.45,79.59,2019-11-21,319248,318795,453,1.032,467,0.582,272,18.22,100.64,17.59
4883,407,2019-12-15,444.49,408.45,2020-01-04,319740,319248,492,1.032,508,0.582,296,19.83,109.52,19.14
4884,407,2020-01-15,450.5,444.49,2020-01-16,320239,319740,499,1.032,515,0.582,300,20.1,111,19.4
4885,408,2019-02-15,1055.67,1161.24,2019-02-21,870043,868872,1171,1.032,1208,0.582,703,47.1,260.11,45.46
4886,408,2019-03-15,55.56,1055.67,2019-04-01,870104,870043,61,1.032,63,0.582,37,2.48,13.69,2.39
4887,408,2019-04-15,63.07,55.56,2019-04-21,870174,870104,70,1.032,72,0.582,42,2.81,15.54,2.72
4888,408,2019-05-15,103.61,63.07,2019-05-26,870288,870174,114,1.032,118,0.582,69,4.62,25.53,4.46
4889,408,2019-06-15,82.59,103.61,2019-06-27,870379,870288,91,1.032,94,0.582,55,3.68,20.35,3.56
4890,408,2019-07-15,174.19,82.59,2019-07-26,870573,870379,194,1.032,200,0.582,116,7.77,42.92,7.5
4891,408,2019-08-15,177.2,174.19,2019-08-27,870770,870573,197,1.032,203,0.582,118,7.91,43.66,7.63
4892,408,2019-09-15,34.54,177.2,2019-09-23,870808,870770,38,1.032,39,0.582,23,1.54,8.51,1.49
4893,408,2019-10-15,46.55,34.54,2019-10-27,870859,870808,51,1.032,53,0.582,31,2.08,11.47,2
4894,408,2019-11-15,935.54,46.55,2019-11-16,871897,870859,1038,1.032,1071,0.582,623,41.74,230.51,40.29
4895,408,2019-12-15,1025.64,935.54,2019-12-31,873034,871897,1137,1.032,1173,0.582,683,45.76,252.71,44.17
4896,408,2020-01-15,1034.64,1025.64,2020-01-29,874181,873034,1147,1.032,1184,0.582,689,46.16,254.93,44.55
4897,409,2019-02-15,645.72,710.29,2019-03-03,12704,11989,715,1.032,738,0.582,430,28.81,159.1,27.81
4898,409,2019-03-15,105.12,645.72,2019-03-28,12821,12704,117,1.032,121,0.582,70,4.69,25.9,4.53
4899,409,2019-04-15,75.08,105.12,2019-04-21,12904,12821,83,1.032,86,0.582,50,3.35,18.5,3.23
4900,409,2019-05-15,82.59,75.08,2019-05-20,12995,12904,91,1.032,94,0.582,55,3.68,20.35,3.56
4901,409,2019-06-15,139.65,82.59,2019-06-18,13149,12995,154,1.032,159,0.582,93,6.23,34.41,6.01
4902,409,2019-07-15,106.62,139.65,2019-07-30,13267,13149,118,1.032,122,0.582,71,4.76,26.27,4.59
4903,409,2019-08-15,61.57,106.62,2019-08-19,13336,13267,69,1.032,71,0.582,41,2.75,15.17,2.65
4904,409,2019-09-15,141.16,61.57,2019-10-03,13492,13336,156,1.032,161,0.582,94,6.3,34.78,6.08
4905,409,2019-10-15,55.56,141.16,2019-11-04,13553,13492,61,1.032,63,0.582,37,2.48,13.69,2.39
4906,409,2019-11-15,695.27,55.56,2019-11-25,14324,13553,771,1.032,796,0.582,463,31.02,171.31,29.94
4907,409,2019-12-15,723.8,695.27,2019-12-20,15126,14324,802,1.032,828,0.582,482,32.29,178.34,31.17
4908,409,2020-01-15,612.68,723.8,2020-01-21,15805,15126,679,1.032,701,0.582,408,27.34,150.96,26.38
4909,410,2019-02-15,82.59,90.85,2019-02-16,12080,11988,92,1.032,95,0.582,55,3.68,20.35,3.56
4910,410,2019-03-15,105.12,82.59,2019-03-20,12197,12080,117,1.032,121,0.582,70,4.69,25.9,4.53
4911,410,2019-04-15,103.61,105.12,2019-04-16,12312,12197,115,1.032,119,0.582,69,4.62,25.53,4.46
4912,410,2019-05-15,19.52,103.61,2019-05-28,12334,12312,22,1.032,23,0.582,13,0.87,4.81,0.84
4913,410,2019-06-15,129.14,19.52,2019-06-27,12477,12334,143,1.032,148,0.582,86,5.76,31.82,5.56
4914,410,2019-07-15,12.02,129.14,2019-08-04,12490,12477,13,1.032,13,0.582,8,0.54,2.96,0.52
4915,410,2019-08-15,102.12,12.02,2019-08-17,12603,12490,113,1.032,117,0.582,68,4.56,25.16,4.4
4916,410,2019-09-15,10.51,102.12,2019-10-04,12615,12603,12,1.032,12,0.582,7,0.47,2.59,0.45
4917,410,2019-10-15,142.65,10.51,2019-11-02,12773,12615,158,1.032,163,0.582,95,6.36,35.15,6.14
4918,410,2019-11-15,105.12,142.65,2019-11-21,12890,12773,117,1.032,121,0.582,70,4.69,25.9,4.53
4919,410,2019-12-15,156.18,105.12,2019-12-17,13062,12890,172,1.032,178,0.582,104,6.97,38.48,6.73
4920,410,2020-01-15,169.69,156.18,2020-01-26,13250,13062,188,1.032,194,0.582,113,7.57,41.81,7.31
4921,411,2019-02-15,896.5,986.15,2019-03-01,236119,235125,994,1.032,1026,0.582,597,40,220.89,38.61
4922,411,2019-03-15,115.63,896.5,2019-03-20,236248,236119,129,1.032,133,0.582,77,5.16,28.49,4.98
4923,411,2019-04-15,60.07,115.63,2019-04-17,236315,236248,67,1.032,69,0.582,40,2.68,14.8,2.59
4924,411,2019-05-15,81.09,60.07,2019-05-30,236405,236315,90,1.032,93,0.582,54,3.62,19.98,3.49
4925,411,2019-06-15,28.53,81.09,2019-07-04,236436,236405,31,1.032,32,0.582,19,1.27,7.03,1.23
4926,411,2019-07-15,151.67,28.53,2019-07-21,236605,236436,169,1.032,174,0.582,101,6.77,37.37,6.53
4927,411,2019-08-15,121.64,151.67,2019-08-28,236741,236605,136,1.032,140,0.582,81,5.43,29.97,5.24
4928,411,2019-09-15,54.06,121.64,2019-09-18,236800,236741,59,1.032,61,0.582,36,2.41,13.32,2.33
4929,411,2019-10-15,43.55,54.06,2019-10-27,236848,236800,48,1.032,50,0.582,29,1.94,10.73,1.88
4930,411,2019-11-15,910.01,43.55,2019-11-27,237858,236848,1010,1.032,1042,0.582,606,40.6,224.22,39.19
4931,411,2019-12-15,759.84,910.01,2019-12-19,238701,237858,843,1.032,870,0.582,506,33.9,187.22,32.72
4932,411,2020-01-15,761.35,759.84,2020-01-18,239545,238701,844,1.032,871,0.582,507,33.97,187.59,32.79
4933,412,2019-02-15,274.8,302.28,2019-02-17,151750,151446,304,1.032,314,0.582,183,12.26,67.71,11.83
4934,412,2019-03-15,121.64,274.8,2019-03-20,151885,151750,135,1.032,139,0.582,81,5.43,29.97,5.24
4935,412,2019-04-15,162.18,121.64,2019-05-03,152064,151885,179,1.032,185,0.582,108,7.24,39.96,6.98
4936,412,2019-05-15,102.12,162.18,2019-05-21,152176,152064,112,1.032,116,0.582,68,4.56,25.16,4.4
4937,412,2019-06-15,22.53,102.12,2019-06-20,152201,152176,25,1.032,26,0.582,15,1.01,5.55,0.97
4938,412,2019-07-15,124.64,22.53,2019-07-18,152339,152201,138,1.032,142,0.582,83,5.56,30.71,5.37
4939,412,2019-08-15,180.2,124.64,2019-08-17,152539,152339,200,1.032,206,0.582,120,8.04,44.4,7.76
4940,412,2019-09-15,168.18,180.2,2019-09-22,152726,152539,187,1.032,193,0.582,112,7.5,41.44,7.24
4941,412,2019-10-15,87.1,168.18,2019-10-19,152822,152726,96,1.032,99,0.582,58,3.89,21.46,3.75
4942,412,2019-11-15,240.27,87.1,2019-12-01,153088,152822,266,1.032,275,0.582,160,10.72,59.2,10.35
4943,412,2019-12-15,318.35,240.27,2019-12-27,153442,153088,354,1.032,365,0.582,212,14.2,78.44,13.71
4944,412,2020-01-15,297.33,318.35,2020-01-28,153771,153442,329,1.032,340,0.582,198,13.27,73.26,12.8
4945,413,2019-02-15,624.69,687.16,2019-02-16,104215,103522,693,1.032,715,0.582,416,27.87,153.92,26.9
4946,413,2019-03-15,121.64,624.69,2019-03-30,104350,104215,135,1.032,139,0.582,81,5.43,29.97,5.24
4947,413,2019-04-15,157.68,121.64,2019-04-29,104524,104350,174,1.032,180,0.582,105,7.04,38.85,6.79
4948,413,2019-05-15,120.13,157.68,2019-05-27,104658,104524,134,1.032,138,0.582,80,5.36,29.6,5.17
4949,413,2019-06-15,93.1,120.13,2019-06-17,104762,104658,104,1.032,107,0.582,62,4.15,22.94,4.01
4950,413,2019-07-15,124.64,93.1,2019-07-15,104900,104762,138,1.032,142,0.582,83,5.56,30.71,5.37
4951,413,2019-08-15,76.59,124.64,2019-08-28,104984,104900,84,1.032,87,0.582,51,3.42,18.87,3.3
4952,413,2019-09-15,60.07,76.59,2019-09-17,105051,104984,67,1.032,69,0.582,40,2.68,14.8,2.59
4953,413,2019-10-15,25.53,60.07,2019-10-20,105080,105051,29,1.032,30,0.582,17,1.14,6.29,1.1
4954,413,2019-11-15,648.72,25.53,2019-11-24,105800,105080,720,1.032,743,0.582,432,28.94,159.84,27.94
4955,413,2019-12-15,546.61,648.72,2020-01-03,106407,105800,607,1.032,626,0.582,364,24.39,134.68,23.54
4956,413,2020-01-15,513.57,546.61,2020-01-25,106976,106407,569,1.032,587,0.582,342,22.91,126.54,22.12
4957,414,2019-02-15,219.24,241.16,2019-02-19,15507,15264,243,1.032,251,0.582,146,9.78,54.02,9.44
4958,414,2019-03-15,145.66,219.24,2019-03-28,15668,15507,161,1.032,166,0.582,97,6.5,35.89,6.27
4959,414,2019-04-15,3,145.66,2019-04-30,15671,15668,3,1.032,3,0.582,2,0.13,0.74,0.13
4960,414,2019-05-15,174.19,3,2019-05-24,15865,15671,194,1.032,200,0.582,116,7.77,42.92,7.5
4961,414,2019-06-15,121.64,174.19,2019-07-03,16000,15865,135,1.032,139,0.582,81,5.43,29.97,5.24
4962,414,2019-07-15,84.09,121.64,2019-07-17,16094,16000,94,1.032,97,0.582,56,3.75,20.72,3.62
4963,414,2019-08-15,82.59,84.09,2019-08-23,16185,16094,91,1.032,94,0.582,55,3.68,20.35,3.56
4964,414,2019-09-15,1.5,82.59,2019-09-19,16187,16185,2,1.032,2,0.582,1,0.07,0.37,0.06
4965,414,2019-10-15,147.17,1.5,2019-10-23,16351,16187,164,1.032,169,0.582,98,6.57,36.26,6.34
4966,414,2019-11-15,291.33,147.17,2019-11-19,16674,16351,323,1.032,333,0.582,194,13,71.78,12.55
4967,414,2019-12-15,312.35,291.33,2019-12-26,17021,16674,347,1.032,358,0.582,208,13.94,76.96,13.45
4968,414,2020-01-15,252.28,312.35,2020-01-24,17300,17021,279,1.032,288,0.582,168,11.26,62.16,10.86
4969,415,2019-02-15,163.68,180.05,2019-02-21,10262,10080,182,1.032,188,0.582,109,7.3,40.33,7.05
4970,415,2019-03-15,84.09,163.68,2019-03-15,10355,10262,93,1.032,96,0.582,56,3.75,20.72,3.62
4971,415,2019-04-15,136.65,84.09,2019-04-29,10506,10355,151,1.032,156,0.582,91,6.1,33.67,5.88
4972,415,2019-05-15,51.06,136.65,2019-05-19,10562,10506,56,1.032,58,0.582,34,2.28,12.58,2.2
4973,415,2019-06-15,1.5,51.06,2019-06-18,10563,10562,1,1.032,1,0.582,1,0.07,0.37,0.06
4974,415,2019-07-15,10.51,1.5,2019-08-02,10575,10563,12,1.032,12,0.582,7,0.47,2.59,0.45
4975,415,2019-08-15,115.63,10.51,2019-08-24,10703,10575,128,1.032,132,0.582,77,5.16,28.49,4.98
4976,415,2019-09-15,46.55,115.63,2019-10-05,10754,10703,51,1.032,53,0.582,31,2.08,11.47,2
4977,415,2019-10-15,142.65,46.55,2019-11-04,10913,10754,159,1.032,164,0.582,95,6.36,35.15,6.14
4978,415,2019-11-15,76.59,142.65,2019-11-21,10998,10913,85,1.032,88,0.582,51,3.42,18.87,3.3
4979,415,2019-12-15,43.55,76.59,2019-12-25,11045,10998,47,1.032,49,0.582,29,1.94,10.73,1.88
4980,415,2020-01-15,111.13,43.55,2020-01-23,11169,11045,124,1.032,128,0.582,74,4.96,27.38,4.79
4981,416,2019-02-15,608.18,669,2019-02-23,94250,93576,674,1.032,696,0.582,405,27.14,149.85,26.19
4982,416,2019-03-15,172.69,608.18,2019-03-30,94442,94250,192,1.032,198,0.582,115,7.7,42.55,7.44
4983,416,2019-04-15,61.57,172.69,2019-04-18,94510,94442,68,1.032,70,0.582,41,2.75,15.17,2.65
4984,416,2019-05-15,103.61,61.57,2019-06-02,94625,94510,115,1.032,119,0.582,69,4.62,25.53,4.46
4985,416,2019-06-15,24.02,103.61,2019-06-24,94652,94625,27,1.032,28,0.582,16,1.07,5.92,1.03
